id,sanction_id,ddo_code,vendor_id,amount,purpose_category,release_date,utilization_date,status
37872,SAN037872,DDO0262,144,1641000,Equipment,2024-02-10,2024-03-21,utilized
37873,SAN037873,DDO0262,344,287000,Welfare,2024-10-11,2024-11-18,utilized
37874,SAN037874,DDO0262,381,313000,Welfare,2024-12-25,2025-01-13,utilized
37875,SAN037875,DDO0262,196,2361000,Procurement,2024-11-29,2024-12-22,utilized
37876,SAN037876,DDO0262,196,3091000,Equipment,2024-11-03,2024-12-04,utilized
37877,SAN037877,DDO0262,381,1362000,Procurement,2024-11-12,2024-12-15,utilized
37878,SAN037878,DDO0262,381,256000,Infrastructure,2024-07-29,,paid
37879,SAN037879,DDO0262,127,1057000,Welfare,2024-08-18,2024-09-14,utilized
37880,SAN037880,DDO0262,24,3034000,Infrastructure,2024-10-17,2024-10-21,utilized
37881,SAN037881,DDO0262,144,513000,Equipment,2024-06-25,2024-08-02,utilized
37882,SAN037882,DDO0262,317,614000,Procurement,2024-09-08,2024-09-30,utilized
37883,SAN037883,DDO0262,202,940000,Subsidies,2024-11-08,2024-11-15,utilized
37884,SAN037884,DDO0263,213,1529000,Training,2022-11-27,2022-12-19,utilized
37885,SAN037885,DDO0263,388,904000,Subsidies,2022-10-02,2022-10-18,utilized
37886,SAN037886,DDO0263,63,1410000,Services,2022-12-27,2023-01-23,utilized
37887,SAN037887,DDO0263,333,531000,Training,2022-11-13,2022-11-25,utilized
37888,SAN037888,DDO0263,230,982000,Procurement,2022-11-10,2022-12-07,utilized
37889,SAN037889,DDO0263,163,221000,Welfare,2022-04-29,,paid
37890,SAN037890,DDO0263,418,935000,Operations,2022-06-05,2022-07-12,utilized
37891,SAN037891,DDO0263,93,2385000,Maintenance,2022-11-22,2022-12-17,utilized
37892,SAN037892,DDO0263,388,2048000,Welfare,2022-10-28,,paid
37893,SAN037893,DDO0263,256,484000,Welfare,2022-12-13,2022-12-17,utilized
37894,SAN037894,DDO0263,391,1034000,Infrastructure,2022-10-03,2022-10-19,utilized
37895,SAN037895,DDO0263,472,1563000,Maintenance,2022-09-26,2022-10-06,utilized
37896,SAN037896,DDO0263,333,1943000,Infrastructure,2022-11-16,2022-12-19,utilized
37897,SAN037897,DDO0263,472,888000,Procurement,2022-03-19,2022-03-28,utilized
37898,SAN037898,DDO0263,285,88000,Procurement,2022-07-30,2022-09-07,utilized
37899,SAN037899,DDO0263,388,1737000,Training,2022-12-15,2023-01-07,utilized
37900,SAN037900,DDO0263,35,1068000,Maintenance,2022-10-14,2022-11-09,utilized
37901,SAN037901,DDO0263,17,2206000,Training,2022-08-10,2022-09-11,utilized
37902,SAN037902,DDO0263,480,617000,Operations,2022-07-15,2022-08-07,utilized
37903,SAN037903,DDO0263,63,2213000,Training,2022-11-28,2022-12-19,utilized
37904,SAN037904,DDO0263,391,1320000,Training,2022-11-17,2022-11-22,utilized
37905,SAN037905,DDO0263,63,4173000,Operations,2022-04-28,2022-05-30,utilized
37906,SAN037906,DDO0263,17,3887000,Infrastructure,2022-05-28,2022-07-06,utilized
37907,SAN037907,DDO0263,333,542000,Training,2022-11-23,2022-12-08,utilized
37908,SAN037908,DDO0263,256,1097000,Training,2022-05-03,2022-06-12,utilized
37909,SAN037909,DDO0263,418,1032000,Training,2022-10-14,2022-11-10,utilized
37910,SAN037910,DDO0263,391,950000,Subsidies,2022-11-24,2022-12-26,utilized
37911,SAN037911,DDO0263,213,1927000,Training,2022-05-07,2022-06-05,utilized
37912,SAN037912,DDO0263,197,1349000,Infrastructure,2022-03-12,2022-04-12,utilized
37913,SAN037913,DDO0263,391,2209000,Welfare,2022-12-29,2023-01-29,utilized
37914,SAN037914,DDO0263,213,104000,Infrastructure,2022-08-15,2022-08-25,utilized
37915,SAN037915,DDO0263,472,3392000,Operations,2022-12-27,2023-02-04,utilized
37916,SAN037916,DDO0263,93,459000,Operations,2022-12-15,2023-01-23,utilized
37917,SAN037917,DDO0263,472,835000,Construction,2022-01-16,2022-02-11,utilized
37918,SAN037918,DDO0263,285,2153000,Procurement,2022-11-27,2023-01-03,utilized
37919,SAN037919,DDO0263,388,1606000,Training,2022-02-06,2022-03-01,utilized
37920,SAN037920,DDO0263,285,705000,Maintenance,2022-09-18,2022-09-29,utilized
37921,SAN037921,DDO0263,399,1219000,Training,2022-12-27,,paid
37922,SAN037922,DDO0263,35,1172000,Procurement,2022-07-03,2022-07-19,utilized
37923,SAN037923,DDO0263,285,3066000,Maintenance,2022-07-31,2022-08-30,utilized
37924,SAN037924,DDO0263,213,573000,Welfare,2022-10-29,2022-11-21,utilized
37925,SAN037925,DDO0263,391,1245000,Maintenance,2022-07-29,2022-08-30,utilized
37926,SAN037926,DDO0263,256,3952000,Subsidies,2022-02-21,2022-03-19,utilized
37927,SAN037927,DDO0263,197,338000,Welfare,2022-11-14,2022-12-18,utilized
37928,SAN037928,DDO0263,63,1792000,Services,2022-12-13,2023-01-11,utilized
37929,SAN037929,DDO0263,388,666000,Services,2022-12-26,2023-02-04,utilized
37930,SAN037930,DDO0263,256,1030000,Subsidies,2022-06-08,2022-06-14,utilized
37931,SAN037931,DDO0263,230,2619000,Welfare,2022-12-09,,paid
37932,SAN037932,DDO0263,418,643000,Services,2022-11-16,2022-12-10,utilized
37933,SAN037933,DDO0263,472,1827000,Infrastructure,2022-06-22,2022-07-27,utilized
37934,SAN037934,DDO0263,197,1021000,Operations,2022-03-21,2022-04-22,utilized
37935,SAN037935,DDO0263,285,1720000,Construction,2022-09-09,,paid
37936,SAN037936,DDO0263,480,1187000,Procurement,2022-11-13,2022-12-06,utilized
37937,SAN037937,DDO0263,197,3623000,Training,2022-12-29,2023-02-07,utilized
37938,SAN037938,DDO0263,63,909000,Welfare,2022-11-27,2022-12-02,utilized
37939,SAN037939,DDO0263,213,1970000,Operations,2022-05-07,2022-05-29,utilized
37940,SAN037940,DDO0263,63,1746000,Maintenance,2022-10-13,2022-10-31,utilized
37941,SAN037941,DDO0263,213,335000,Equipment,2022-10-02,2022-10-10,utilized
37942,SAN037942,DDO0263,63,818000,Training,2022-05-31,2022-06-06,utilized
37943,SAN037943,DDO0263,388,898000,Equipment,2022-05-02,2022-05-08,utilized
37944,SAN037944,DDO0263,285,508000,Construction,2022-10-16,,paid
37945,SAN037945,DDO0263,17,3896000,Infrastructure,2022-12-09,2022-12-31,utilized
37946,SAN037946,DDO0263,93,720000,Welfare,2022-11-14,2022-12-22,utilized
37947,SAN037947,DDO0263,399,227000,Operations,2022-12-06,,paid
37948,SAN037948,DDO0263,333,2575000,Construction,2022-05-04,2022-05-12,utilized
37949,SAN037949,DDO0263,480,391000,Training,2022-08-18,2022-08-31,utilized
37950,SAN037950,DDO0263,93,1799000,Procurement,2022-06-25,2022-07-15,utilized
37951,SAN037951,DDO0263,333,2948000,Infrastructure,2023-10-11,2023-11-12,utilized
37952,SAN037952,DDO0263,163,54000,Infrastructure,2023-11-30,2023-12-08,utilized
37953,SAN037953,DDO0263,163,568000,Operations,2023-11-14,2023-12-02,utilized
37954,SAN037954,DDO0263,17,1785000,Equipment,2023-11-28,2023-12-11,utilized
37955,SAN037955,DDO0263,35,850000,Procurement,2023-12-30,,paid
37956,SAN037956,DDO0263,391,2530000,Services,2023-12-19,2024-01-22,utilized
37957,SAN037957,DDO0263,213,822000,Equipment,2023-10-25,2023-11-07,utilized
37958,SAN037958,DDO0263,203,1953000,Services,2023-09-28,2023-10-25,utilized
37959,SAN037959,DDO0263,35,3337000,Services,2023-03-03,2023-04-12,utilized
37960,SAN037960,DDO0263,17,71000,Services,2023-08-06,2023-08-18,utilized
37961,SAN037961,DDO0263,399,1673000,Equipment,2023-12-02,2023-12-11,utilized
37962,SAN037962,DDO0263,480,1302000,Subsidies,2023-04-09,2023-04-22,utilized
37963,SAN037963,DDO0263,203,1355000,Welfare,2023-06-18,2023-07-16,utilized
37964,SAN037964,DDO0263,163,152000,Procurement,2023-11-17,2023-12-18,utilized
37965,SAN037965,DDO0263,480,940000,Procurement,2023-12-16,2023-12-22,utilized
37966,SAN037966,DDO0263,480,1135000,Training,2023-11-15,2023-11-24,utilized
37967,SAN037967,DDO0263,93,1149000,Welfare,2023-12-30,2024-01-31,utilized
37968,SAN037968,DDO0263,333,1870000,Training,2023-09-08,2023-10-03,utilized
37969,SAN037969,DDO0263,480,1359000,Procurement,2023-11-08,2023-11-18,utilized
37970,SAN037970,DDO0263,17,2108000,Operations,2023-01-03,2023-01-11,utilized
37971,SAN037971,DDO0263,197,471000,Maintenance,2023-09-11,2023-09-29,utilized
37972,SAN037972,DDO0263,93,284000,Welfare,2023-03-26,2023-04-07,utilized
37973,SAN037973,DDO0263,63,746000,Maintenance,2023-11-23,2023-12-14,utilized
37974,SAN037974,DDO0263,17,4489000,Training,2023-03-28,2023-04-04,utilized
37975,SAN037975,DDO0263,35,2460000,Operations,2023-04-23,2023-04-29,utilized
37976,SAN037976,DDO0263,333,1584000,Welfare,2023-07-03,2023-07-29,utilized
37977,SAN037977,DDO0263,256,269000,Procurement,2023-08-17,2023-09-19,utilized
37978,SAN037978,DDO0263,472,565000,Subsidies,2023-12-03,2024-01-08,utilized
37979,SAN037979,DDO0263,391,1489000,Subsidies,2023-11-29,2023-12-18,utilized
37980,SAN037980,DDO0263,333,2547000,Procurement,2023-09-20,2023-09-25,utilized
37981,SAN037981,DDO0263,418,1592000,Maintenance,2023-06-30,2023-07-18,utilized
37982,SAN037982,DDO0263,285,3741000,Operations,2023-12-16,,paid
37983,SAN037983,DDO0263,93,560000,Operations,2023-10-09,2023-10-20,utilized
37984,SAN037984,DDO0263,203,768000,Operations,2023-10-24,2023-11-30,utilized
37985,SAN037985,DDO0263,472,1860000,Infrastructure,2023-10-19,2023-10-26,utilized
37986,SAN037986,DDO0263,391,1530000,Services,2023-04-23,2023-04-28,utilized
37987,SAN037987,DDO0263,35,2667000,Procurement,2023-09-01,2023-09-10,utilized
37988,SAN037988,DDO0263,472,411000,Welfare,2023-09-14,2023-10-13,utilized
37989,SAN037989,DDO0263,17,81000,Equipment,2023-11-28,2024-01-01,utilized
37990,SAN037990,DDO0263,472,1849000,Welfare,2023-09-13,2023-09-25,utilized
37991,SAN037991,DDO0263,472,1656000,Procurement,2023-12-28,2024-01-07,utilized
37992,SAN037992,DDO0263,213,3319000,Infrastructure,2023-08-30,2023-09-18,utilized
37993,SAN037993,DDO0263,285,519000,Services,2023-10-19,2023-10-31,utilized
37994,SAN037994,DDO0263,333,621000,Equipment,2023-12-03,2023-12-13,utilized
37995,SAN037995,DDO0263,203,2834000,Services,2023-05-23,2023-06-15,utilized
37996,SAN037996,DDO0263,197,2224000,Services,2023-10-16,2023-11-03,utilized
37997,SAN037997,DDO0263,480,2699000,Operations,2023-10-30,2023-12-05,utilized
37998,SAN037998,DDO0263,399,1342000,Procurement,2023-12-10,2023-12-28,utilized
37999,SAN037999,DDO0263,399,2079000,Procurement,2023-10-04,2023-11-04,utilized
38000,SAN038000,DDO0263,285,293000,Maintenance,2023-11-18,2023-12-12,utilized
38001,SAN038001,DDO0263,480,1207000,Training,2023-02-04,2023-03-11,utilized
38002,SAN038002,DDO0263,256,1600000,Procurement,2023-07-28,2023-08-02,utilized
38003,SAN038003,DDO0263,333,2562000,Training,2023-09-27,2023-10-11,utilized
38004,SAN038004,DDO0263,418,54000,Procurement,2023-10-15,2023-10-31,utilized
38005,SAN038005,DDO0263,163,475000,Welfare,2023-05-01,2023-06-09,utilized
38006,SAN038006,DDO0263,399,311000,Subsidies,2023-12-08,2024-01-08,utilized
38007,SAN038007,DDO0263,230,85000,Welfare,2024-10-30,2024-11-27,utilized
38008,SAN038008,DDO0263,17,1399000,Construction,2024-11-20,2024-12-11,utilized
38009,SAN038009,DDO0263,17,1588000,Services,2024-03-21,,paid
38010,SAN038010,DDO0263,399,2232000,Infrastructure,2024-10-19,2024-11-16,utilized
38011,SAN038011,DDO0263,472,1673000,Training,2024-12-15,2025-01-12,utilized
38012,SAN038012,DDO0263,163,1265000,Subsidies,2024-08-01,2024-08-20,utilized
38013,SAN038013,DDO0263,93,3530000,Equipment,2024-12-06,2024-12-20,utilized
38014,SAN038014,DDO0263,63,684000,Equipment,2024-12-28,,paid
38015,SAN038015,DDO0263,230,402000,Equipment,2024-06-21,2024-07-28,utilized
38016,SAN038016,DDO0263,213,2319000,Construction,2024-10-04,2024-10-08,utilized
38017,SAN038017,DDO0263,388,471000,Training,2024-11-27,2024-12-31,utilized
38018,SAN038018,DDO0263,197,1601000,Training,2024-12-22,2025-01-19,utilized
38019,SAN038019,DDO0263,203,1922000,Infrastructure,2024-05-12,2024-05-18,utilized
38020,SAN038020,DDO0263,63,1310000,Infrastructure,2024-07-13,2024-08-18,utilized
38021,SAN038021,DDO0263,418,829000,Equipment,2024-06-04,2024-06-11,utilized
38022,SAN038022,DDO0263,285,193000,Welfare,2024-12-29,2025-01-24,utilized
38023,SAN038023,DDO0263,35,374000,Welfare,2024-08-31,,paid
38024,SAN038024,DDO0263,213,1900000,Equipment,2024-12-16,,paid
38025,SAN038025,DDO0263,391,2816000,Construction,2024-09-13,2024-10-04,utilized
38026,SAN038026,DDO0263,93,823000,Training,2024-06-08,2024-06-23,utilized
38027,SAN038027,DDO0263,230,987000,Construction,2024-10-28,2024-11-16,utilized
38028,SAN038028,DDO0263,472,943000,Welfare,2024-05-05,2024-05-10,utilized
38029,SAN038029,DDO0263,418,3668000,Equipment,2024-06-08,2024-07-14,utilized
38030,SAN038030,DDO0263,203,674000,Equipment,2024-10-27,2024-11-02,utilized
38031,SAN038031,DDO0263,399,3094000,Infrastructure,2024-12-02,2024-12-06,utilized
38032,SAN038032,DDO0263,391,1224000,Services,2024-12-10,2024-12-17,utilized
38033,SAN038033,DDO0263,63,1207000,Operations,2024-10-06,2024-11-01,utilized
38034,SAN038034,DDO0263,213,544000,Welfare,2024-10-15,2024-11-21,utilized
38035,SAN038035,DDO0263,17,1501000,Equipment,2024-04-01,2024-04-16,utilized
38036,SAN038036,DDO0263,333,391000,Welfare,2024-11-12,2024-12-09,utilized
38037,SAN038037,DDO0263,63,3162000,Welfare,2024-11-27,2024-12-25,utilized
38038,SAN038038,DDO0263,399,237000,Construction,2024-12-14,2024-12-31,utilized
38039,SAN038039,DDO0263,333,619000,Welfare,2024-11-27,,paid
38040,SAN038040,DDO0263,391,3641000,Infrastructure,2024-06-21,2024-07-24,utilized
38041,SAN038041,DDO0263,35,1902000,Subsidies,2024-08-03,2024-08-16,utilized
38042,SAN038042,DDO0263,333,2117000,Subsidies,2024-11-07,2024-11-30,utilized
38043,SAN038043,DDO0263,418,383000,Infrastructure,2024-06-06,2024-06-16,utilized
38044,SAN038044,DDO0263,203,1306000,Equipment,2024-11-11,2024-11-20,utilized
38045,SAN038045,DDO0263,391,1469000,Services,2024-02-19,,paid
38046,SAN038046,DDO0263,213,1438000,Operations,2024-07-07,,paid
38047,SAN038047,DDO0264,197,512000,Equipment,2022-12-30,2023-01-30,utilized
38048,SAN038048,DDO0264,251,804000,Welfare,2022-12-03,2022-12-22,utilized
38049,SAN038049,DDO0264,135,844000,Construction,2022-10-27,2022-12-03,utilized
38050,SAN038050,DDO0264,375,1820000,Infrastructure,2022-04-18,2022-04-26,utilized
38051,SAN038051,DDO0264,135,2224000,Infrastructure,2022-08-02,2022-09-05,utilized
38052,SAN038052,DDO0264,375,410000,Welfare,2022-11-20,2022-12-23,utilized
38053,SAN038053,DDO0264,135,1233000,Welfare,2022-01-01,2022-01-22,utilized
38054,SAN038054,DDO0264,197,1898000,Welfare,2022-09-13,2022-09-24,utilized
38055,SAN038055,DDO0264,159,2381000,Services,2022-05-05,2022-06-11,utilized
38056,SAN038056,DDO0264,468,2378000,Operations,2022-11-13,2022-11-27,utilized
38057,SAN038057,DDO0264,375,681000,Maintenance,2022-03-10,2022-04-01,utilized
38058,SAN038058,DDO0264,468,1746000,Services,2022-02-13,2022-02-24,utilized
38059,SAN038059,DDO0264,251,3295000,Equipment,2022-09-09,2022-10-17,utilized
38060,SAN038060,DDO0264,197,1403000,Construction,2022-07-03,2022-07-27,utilized
38061,SAN038061,DDO0264,375,3268000,Welfare,2022-08-10,2022-08-20,utilized
38062,SAN038062,DDO0264,135,1519000,Training,2022-09-11,2022-10-21,utilized
38063,SAN038063,DDO0264,135,952000,Maintenance,2022-07-28,,paid
38064,SAN038064,DDO0264,375,3052000,Procurement,2022-07-29,2022-09-03,utilized
38065,SAN038065,DDO0264,135,2436000,Services,2022-12-03,2022-12-24,utilized
38066,SAN038066,DDO0264,159,1062000,Construction,2022-12-27,2023-02-04,utilized
38067,SAN038067,DDO0264,159,872000,Services,2022-05-25,2022-06-26,utilized
38068,SAN038068,DDO0264,375,601000,Maintenance,2022-06-02,2022-06-06,utilized
38069,SAN038069,DDO0264,135,1663000,Training,2022-01-08,2022-01-19,utilized
38070,SAN038070,DDO0264,159,1179000,Infrastructure,2022-12-26,2023-01-06,utilized
38071,SAN038071,DDO0264,135,2219000,Construction,2022-04-22,2022-05-28,utilized
38072,SAN038072,DDO0264,159,410000,Training,2022-05-22,2022-05-28,utilized
38073,SAN038073,DDO0264,375,1820000,Welfare,2022-09-17,2022-09-25,utilized
38074,SAN038074,DDO0264,159,113000,Operations,2022-12-20,2022-12-28,utilized
38075,SAN038075,DDO0264,225,562000,Subsidies,2022-07-09,2022-07-28,utilized
38076,SAN038076,DDO0264,251,1520000,Subsidies,2022-12-10,2023-01-06,utilized
38077,SAN038077,DDO0264,468,1154000,Infrastructure,2022-11-20,2022-12-10,utilized
38078,SAN038078,DDO0264,159,143000,Services,2022-08-24,2022-09-20,utilized
38079,SAN038079,DDO0264,159,547000,Equipment,2022-11-05,2022-12-05,utilized
38080,SAN038080,DDO0264,135,2095000,Services,2022-12-27,2023-01-27,utilized
38081,SAN038081,DDO0264,135,1319000,Equipment,2022-04-24,2022-05-08,utilized
38082,SAN038082,DDO0264,135,1555000,Operations,2022-03-01,2022-03-22,utilized
38083,SAN038083,DDO0264,197,496000,Infrastructure,2022-04-28,,paid
38084,SAN038084,DDO0264,251,2573000,Training,2022-07-22,2022-08-17,utilized
38085,SAN038085,DDO0264,135,3016000,Construction,2022-03-28,2022-04-11,utilized
38086,SAN038086,DDO0264,375,3570000,Training,2022-06-12,2022-07-03,utilized
38087,SAN038087,DDO0264,159,1055000,Operations,2022-11-05,2022-12-01,utilized
38088,SAN038088,DDO0264,197,44000,Maintenance,2022-06-25,2022-07-09,utilized
38089,SAN038089,DDO0264,135,4097000,Equipment,2022-11-20,2022-12-17,utilized
38090,SAN038090,DDO0264,159,266000,Procurement,2022-05-19,2022-06-04,utilized
38091,SAN038091,DDO0264,225,839000,Maintenance,2022-03-20,2022-03-26,utilized
38092,SAN038092,DDO0264,225,950000,Equipment,2022-11-30,2023-01-02,utilized
38093,SAN038093,DDO0264,225,2531000,Operations,2022-12-04,2022-12-26,utilized
38094,SAN038094,DDO0264,468,2022000,Services,2022-07-18,2022-08-23,utilized
38095,SAN038095,DDO0264,197,1615000,Infrastructure,2022-07-08,2022-07-26,utilized
38096,SAN038096,DDO0264,135,464000,Construction,2022-12-16,2023-01-05,utilized
38097,SAN038097,DDO0264,468,4053000,Services,2022-05-17,2022-06-18,utilized
38098,SAN038098,DDO0264,468,463000,Construction,2022-12-13,2022-12-23,utilized
38099,SAN038099,DDO0264,375,3667000,Equipment,2022-12-14,2023-01-20,utilized
38100,SAN038100,DDO0264,468,942000,Maintenance,2022-12-10,2022-12-15,utilized
38101,SAN038101,DDO0264,251,2382000,Subsidies,2022-08-03,2022-08-09,utilized
38102,SAN038102,DDO0264,197,58000,Training,2022-08-10,2022-09-16,utilized
38103,SAN038103,DDO0264,251,1691000,Construction,2022-12-27,2023-01-18,utilized
38104,SAN038104,DDO0264,251,1592000,Maintenance,2022-09-18,2022-10-26,utilized
38105,SAN038105,DDO0264,197,3472000,Infrastructure,2022-07-11,2022-08-03,utilized
38106,SAN038106,DDO0264,251,2049000,Infrastructure,2022-04-15,2022-05-14,utilized
38107,SAN038107,DDO0264,197,1665000,Equipment,2022-11-26,2022-12-18,utilized
38108,SAN038108,DDO0264,135,3286000,Subsidies,2022-05-17,2022-05-27,utilized
38109,SAN038109,DDO0264,225,632000,Subsidies,2022-11-13,,paid
38110,SAN038110,DDO0264,468,2010000,Welfare,2022-07-07,2022-08-04,utilized
38111,SAN038111,DDO0264,135,864000,Construction,2022-08-24,,paid
38112,SAN038112,DDO0264,468,1403000,Operations,2022-03-19,2022-04-12,utilized
38113,SAN038113,DDO0264,375,2282000,Services,2022-01-11,2022-02-02,utilized
38114,SAN038114,DDO0264,225,1018000,Procurement,2022-11-11,2022-11-20,utilized
38115,SAN038115,DDO0264,251,3254000,Construction,2023-12-30,2024-01-16,utilized
38116,SAN038116,DDO0264,225,2385000,Operations,2023-09-25,2023-10-05,utilized
38117,SAN038117,DDO0264,251,1810000,Equipment,2023-09-07,2023-09-30,utilized
38118,SAN038118,DDO0264,159,365000,Welfare,2023-12-14,2024-01-18,utilized
38119,SAN038119,DDO0264,468,669000,Services,2023-12-02,2024-01-11,utilized
38120,SAN038120,DDO0264,159,3289000,Welfare,2023-11-23,2023-12-13,utilized
38121,SAN038121,DDO0264,468,2731000,Services,2023-12-10,2023-12-21,utilized
38122,SAN038122,DDO0264,159,745000,Subsidies,2023-11-13,2023-11-30,utilized
38123,SAN038123,DDO0264,159,2576000,Procurement,2023-10-21,2023-11-09,utilized
38124,SAN038124,DDO0264,468,1923000,Construction,2023-11-04,2023-12-13,utilized
38125,SAN038125,DDO0264,225,1358000,Subsidies,2023-10-15,2023-10-22,utilized
38126,SAN038126,DDO0264,251,929000,Procurement,2023-08-31,2023-09-24,utilized
38127,SAN038127,DDO0264,159,1672000,Operations,2023-12-12,2024-01-12,utilized
38128,SAN038128,DDO0264,197,2719000,Training,2023-12-01,2024-01-07,utilized
38129,SAN038129,DDO0264,251,139000,Operations,2023-04-17,2023-05-15,utilized
38130,SAN038130,DDO0264,197,1889000,Services,2023-07-19,2023-08-07,utilized
38131,SAN038131,DDO0264,197,1869000,Infrastructure,2023-09-08,2023-10-13,utilized
38132,SAN038132,DDO0264,225,2689000,Subsidies,2023-04-25,2023-05-28,utilized
38133,SAN038133,DDO0264,251,1234000,Welfare,2023-08-15,2023-09-05,utilized
38134,SAN038134,DDO0264,375,2453000,Infrastructure,2023-10-11,2023-10-21,utilized
38135,SAN038135,DDO0264,197,1392000,Welfare,2023-08-30,2023-09-12,utilized
38136,SAN038136,DDO0264,251,2583000,Operations,2023-05-05,2023-05-17,utilized
38137,SAN038137,DDO0264,375,1455000,Welfare,2023-12-06,2024-01-01,utilized
38138,SAN038138,DDO0264,468,2853000,Services,2023-08-30,2023-09-03,utilized
38139,SAN038139,DDO0264,135,2256000,Training,2023-07-24,2023-08-14,utilized
38140,SAN038140,DDO0264,375,312000,Procurement,2023-11-22,2023-12-22,utilized
38141,SAN038141,DDO0264,159,4099000,Subsidies,2023-06-18,2023-06-28,utilized
38142,SAN038142,DDO0264,135,2638000,Equipment,2023-01-22,2023-02-02,utilized
38143,SAN038143,DDO0264,225,514000,Procurement,2024-12-23,2025-01-26,utilized
38144,SAN038144,DDO0264,159,1687000,Welfare,2024-03-19,2024-04-24,utilized
38145,SAN038145,DDO0264,159,1019000,Welfare,2024-11-19,2024-11-24,utilized
38146,SAN038146,DDO0264,197,1741000,Procurement,2024-11-17,2024-12-08,utilized
38147,SAN038147,DDO0264,135,834000,Welfare,2024-12-22,2025-01-14,utilized
38148,SAN038148,DDO0264,197,537000,Maintenance,2024-08-04,2024-08-25,utilized
38149,SAN038149,DDO0264,251,2150000,Subsidies,2024-09-21,2024-10-03,utilized
38150,SAN038150,DDO0264,468,168000,Training,2024-04-02,2024-04-27,utilized
38151,SAN038151,DDO0264,468,711000,Subsidies,2024-09-29,2024-10-24,utilized
38152,SAN038152,DDO0264,468,322000,Procurement,2024-03-21,2024-04-18,utilized
38153,SAN038153,DDO0264,197,1696000,Procurement,2024-08-17,2024-08-31,utilized
38154,SAN038154,DDO0264,375,1343000,Equipment,2024-07-11,2024-08-18,utilized
38155,SAN038155,DDO0264,468,2636000,Welfare,2024-12-15,2024-12-26,utilized
38156,SAN038156,DDO0264,135,493000,Welfare,2024-10-16,2024-10-20,utilized
38157,SAN038157,DDO0264,159,2793000,Construction,2024-09-29,2024-11-07,utilized
38158,SAN038158,DDO0264,251,1014000,Subsidies,2024-11-09,2024-12-01,utilized
38159,SAN038159,DDO0264,225,2201000,Welfare,2024-12-05,2024-12-30,utilized
38160,SAN038160,DDO0264,375,3627000,Maintenance,2024-09-04,,paid
38161,SAN038161,DDO0264,468,168000,Welfare,2024-06-23,2024-07-10,utilized
38162,SAN038162,DDO0264,375,153000,Services,2024-11-17,2024-12-12,utilized
38163,SAN038163,DDO0264,468,388000,Welfare,2024-12-21,2024-12-30,utilized
38164,SAN038164,DDO0264,375,2374000,Procurement,2024-11-12,2024-12-05,utilized
38165,SAN038165,DDO0264,197,2018000,Maintenance,2024-11-24,2024-12-16,utilized
38166,SAN038166,DDO0264,251,1147000,Infrastructure,2024-12-19,2024-12-25,utilized
38167,SAN038167,DDO0264,159,405000,Services,2024-11-02,2024-12-11,utilized
38168,SAN038168,DDO0264,197,2432000,Training,2024-05-22,2024-06-27,utilized
38169,SAN038169,DDO0264,468,1571000,Maintenance,2024-04-16,2024-05-21,utilized
38170,SAN038170,DDO0264,251,305000,Procurement,2024-11-12,2024-11-20,utilized
38171,SAN038171,DDO0264,225,2216000,Subsidies,2024-10-16,2024-10-28,utilized
38172,SAN038172,DDO0264,375,2557000,Procurement,2024-04-28,2024-05-11,utilized
38173,SAN038173,DDO0264,197,1128000,Services,2024-11-16,2024-12-13,utilized
38174,SAN038174,DDO0264,375,1671000,Services,2024-09-26,2024-10-31,utilized
38175,SAN038175,DDO0264,251,1087000,Welfare,2024-10-05,2024-10-17,utilized
38176,SAN038176,DDO0264,468,1131000,Subsidies,2024-08-11,2024-09-17,utilized
38177,SAN038177,DDO0264,159,65000,Operations,2024-07-12,2024-07-24,utilized
38178,SAN038178,DDO0264,135,592000,Welfare,2024-09-26,2024-10-18,utilized
38179,SAN038179,DDO0264,225,1028000,Welfare,2024-02-01,2024-02-08,utilized
38180,SAN038180,DDO0264,135,1651000,Construction,2024-04-07,2024-05-03,utilized
38181,SAN038181,DDO0264,375,2074000,Training,2024-06-06,2024-06-28,utilized
38182,SAN038182,DDO0264,225,2583000,Equipment,2024-12-22,2025-01-12,utilized
38183,SAN038183,DDO0264,375,4129000,Construction,2024-03-26,2024-04-18,utilized
38184,SAN038184,DDO0264,225,211000,Procurement,2024-12-23,2024-12-27,utilized
38185,SAN038185,DDO0264,135,2130000,Infrastructure,2024-11-01,2024-11-13,utilized
38186,SAN038186,DDO0264,225,1411000,Equipment,2024-09-28,2024-10-18,utilized
38187,SAN038187,DDO0264,468,566000,Welfare,2024-10-06,2024-11-02,utilized
38188,SAN038188,DDO0264,135,2777000,Welfare,2024-10-17,2024-11-06,utilized
38189,SAN038189,DDO0264,159,493000,Services,2024-05-11,2024-05-23,utilized
38190,SAN038190,DDO0264,468,728000,Procurement,2024-03-31,2024-04-05,utilized
38191,SAN038191,DDO0264,135,3207000,Operations,2024-09-23,2024-10-06,utilized
38192,SAN038192,DDO0264,225,1391000,Services,2024-11-29,2024-12-24,utilized
38193,SAN038193,DDO0265,498,968000,Construction,2022-08-03,2022-08-09,utilized
38194,SAN038194,DDO0265,491,2115000,Welfare,2022-07-17,2022-07-25,utilized
38195,SAN038195,DDO0265,495,786000,Maintenance,2022-04-28,2022-05-28,utilized
38196,SAN038196,DDO0265,495,774000,Training,2022-12-14,2023-01-14,utilized
