alert_id,tx_id,dept_id,alert_type,confidence_score,description,timestamp
2481,30949,38,Phantom Utilization,0.91,Transaction SAN030949 marked paid but no utilization recorded within 30 days.,2022-10-26 00:00:00
2482,30979,38,Phantom Utilization,0.86,Transaction SAN030979 marked paid but no utilization recorded within 30 days.,2023-12-05 00:00:00
2483,30994,38,Phantom Utilization,0.87,Transaction SAN030994 marked paid but no utilization recorded within 30 days.,2023-08-04 00:00:00
2484,31020,38,Phantom Utilization,0.86,Transaction SAN031020 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
2485,31031,38,Phantom Utilization,0.86,Transaction SAN031031 marked paid but no utilization recorded within 30 days.,2024-05-15 00:00:00
2486,31039,38,Phantom Utilization,0.9,Transaction SAN031039 marked paid but no utilization recorded within 30 days.,2024-07-09 00:00:00
2487,31058,38,Phantom Utilization,0.88,Transaction SAN031058 marked paid but no utilization recorded within 30 days.,2022-09-12 00:00:00
2488,31070,38,Phantom Utilization,0.91,Transaction SAN031070 marked paid but no utilization recorded within 30 days.,2022-07-23 00:00:00
2489,31082,38,Phantom Utilization,0.92,Transaction SAN031082 marked paid but no utilization recorded within 30 days.,2022-07-31 00:00:00
2490,31125,38,Phantom Utilization,0.9,Transaction SAN031125 marked paid but no utilization recorded within 30 days.,2023-11-17 00:00:00
2491,31129,38,Phantom Utilization,0.9,Transaction SAN031129 marked paid but no utilization recorded within 30 days.,2023-11-05 00:00:00
2492,31139,38,Phantom Utilization,0.86,Transaction SAN031139 marked paid but no utilization recorded within 30 days.,2024-12-13 00:00:00
2493,31140,38,Phantom Utilization,0.91,Transaction SAN031140 marked paid but no utilization recorded within 30 days.,2024-12-11 00:00:00
2494,31164,38,Phantom Utilization,0.92,Transaction SAN031164 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
2495,31168,38,Phantom Utilization,0.96,Transaction SAN031168 marked paid but no utilization recorded within 30 days.,2024-11-26 00:00:00
2496,31179,38,Phantom Utilization,0.9,Transaction SAN031179 marked paid but no utilization recorded within 30 days.,2022-09-10 00:00:00
2497,31187,38,Phantom Utilization,0.95,Transaction SAN031187 marked paid but no utilization recorded within 30 days.,2022-10-15 00:00:00
2498,31189,38,Phantom Utilization,0.95,Transaction SAN031189 marked paid but no utilization recorded within 30 days.,2022-07-06 00:00:00
2499,31206,38,Phantom Utilization,0.92,Transaction SAN031206 marked paid but no utilization recorded within 30 days.,2024-02-04 00:00:00
2500,31234,38,Phantom Utilization,0.85,Transaction SAN031234 marked paid but no utilization recorded within 30 days.,2024-02-03 00:00:00
2501,31254,38,Phantom Utilization,0.92,Transaction SAN031254 marked paid but no utilization recorded within 30 days.,2025-01-08 00:00:00
2502,31263,38,Phantom Utilization,0.92,Transaction SAN031263 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
2503,31273,38,Phantom Utilization,0.91,Transaction SAN031273 marked paid but no utilization recorded within 30 days.,2024-09-04 00:00:00
2504,31284,38,Phantom Utilization,0.91,Transaction SAN031284 marked paid but no utilization recorded within 30 days.,2025-01-18 00:00:00
2505,31290,38,Phantom Utilization,0.95,Transaction SAN031290 marked paid but no utilization recorded within 30 days.,2024-05-21 00:00:00
2506,31291,38,Phantom Utilization,0.85,Transaction SAN031291 marked paid but no utilization recorded within 30 days.,2024-10-06 00:00:00
2507,31315,38,Phantom Utilization,0.86,Transaction SAN031315 marked paid but no utilization recorded within 30 days.,2023-01-07 00:00:00
2508,31358,38,Phantom Utilization,0.89,Transaction SAN031358 marked paid but no utilization recorded within 30 days.,2023-11-20 00:00:00
2509,31359,38,Phantom Utilization,0.85,Transaction SAN031359 marked paid but no utilization recorded within 30 days.,2024-01-14 00:00:00
2510,31365,38,Phantom Utilization,0.91,Transaction SAN031365 marked paid but no utilization recorded within 30 days.,2023-05-11 00:00:00
2511,31398,38,Phantom Utilization,0.87,Transaction SAN031398 marked paid but no utilization recorded within 30 days.,2024-08-07 00:00:00
2512,31399,38,Phantom Utilization,0.9,Transaction SAN031399 marked paid but no utilization recorded within 30 days.,2024-06-24 00:00:00
2513,31407,38,Phantom Utilization,0.94,Transaction SAN031407 marked paid but no utilization recorded within 30 days.,2024-05-18 00:00:00
2514,31426,39,Phantom Utilization,0.86,Transaction SAN031426 marked paid but no utilization recorded within 30 days.,2022-06-03 00:00:00
2515,31447,39,Phantom Utilization,0.95,Transaction SAN031447 marked paid but no utilization recorded within 30 days.,2023-03-10 00:00:00
2516,31448,39,Phantom Utilization,0.85,Transaction SAN031448 marked paid but no utilization recorded within 30 days.,2023-02-21 00:00:00
2517,31474,39,Phantom Utilization,0.92,Transaction SAN031474 marked paid but no utilization recorded within 30 days.,2023-06-27 00:00:00
2518,31484,39,Phantom Utilization,0.88,Transaction SAN031484 marked paid but no utilization recorded within 30 days.,2024-12-27 00:00:00
2519,31517,39,Phantom Utilization,0.88,Transaction SAN031517 marked paid but no utilization recorded within 30 days.,2024-10-10 00:00:00
2520,31552,39,Phantom Utilization,0.92,Transaction SAN031552 marked paid but no utilization recorded within 30 days.,2022-07-07 00:00:00
2521,31557,39,Phantom Utilization,0.88,Transaction SAN031557 marked paid but no utilization recorded within 30 days.,2022-04-13 00:00:00
2522,31566,39,Phantom Utilization,0.96,Transaction SAN031566 marked paid but no utilization recorded within 30 days.,2022-04-28 00:00:00
2523,31576,39,Phantom Utilization,0.86,Transaction SAN031576 marked paid but no utilization recorded within 30 days.,2022-10-16 00:00:00
2524,31581,39,Phantom Utilization,0.9,Transaction SAN031581 marked paid but no utilization recorded within 30 days.,2022-10-13 00:00:00
2525,31599,39,Phantom Utilization,0.9,Transaction SAN031599 marked paid but no utilization recorded within 30 days.,2022-12-25 00:00:00
2526,31605,39,Phantom Utilization,0.91,Transaction SAN031605 marked paid but no utilization recorded within 30 days.,2024-01-23 00:00:00
2527,31612,39,Phantom Utilization,0.88,Transaction SAN031612 marked paid but no utilization recorded within 30 days.,2024-01-15 00:00:00
2528,31616,39,Phantom Utilization,0.84,Transaction SAN031616 marked paid but no utilization recorded within 30 days.,2023-06-29 00:00:00
2529,31626,39,Phantom Utilization,0.84,Transaction SAN031626 marked paid but no utilization recorded within 30 days.,2024-01-30 00:00:00
2530,31645,39,Phantom Utilization,0.92,Transaction SAN031645 marked paid but no utilization recorded within 30 days.,2025-01-16 00:00:00
2531,31654,39,Phantom Utilization,0.95,Transaction SAN031654 marked paid but no utilization recorded within 30 days.,2024-03-08 00:00:00
2532,31667,39,Phantom Utilization,0.85,Transaction SAN031667 marked paid but no utilization recorded within 30 days.,2024-11-20 00:00:00
2533,31675,39,Phantom Utilization,0.87,Transaction SAN031675 marked paid but no utilization recorded within 30 days.,2024-08-15 00:00:00
2534,31691,39,Phantom Utilization,0.94,Transaction SAN031691 marked paid but no utilization recorded within 30 days.,2025-01-19 00:00:00
2535,31695,39,Phantom Utilization,0.89,Transaction SAN031695 marked paid but no utilization recorded within 30 days.,2024-12-06 00:00:00
2536,31698,39,Phantom Utilization,0.96,Transaction SAN031698 marked paid but no utilization recorded within 30 days.,2024-09-08 00:00:00
2537,31702,39,Phantom Utilization,0.88,Transaction SAN031702 marked paid but no utilization recorded within 30 days.,2023-01-08 00:00:00
2538,31709,39,Phantom Utilization,0.96,Transaction SAN031709 marked paid but no utilization recorded within 30 days.,2022-07-03 00:00:00
2539,31712,39,Phantom Utilization,0.93,Transaction SAN031712 marked paid but no utilization recorded within 30 days.,2022-08-11 00:00:00
2540,31728,39,Phantom Utilization,0.94,Transaction SAN031728 marked paid but no utilization recorded within 30 days.,2022-07-13 00:00:00
2541,31741,39,Phantom Utilization,0.96,Transaction SAN031741 marked paid but no utilization recorded within 30 days.,2023-01-28 00:00:00
2542,31747,39,Phantom Utilization,0.87,Transaction SAN031747 marked paid but no utilization recorded within 30 days.,2023-01-12 00:00:00
2543,31756,39,Phantom Utilization,0.9,Transaction SAN031756 marked paid but no utilization recorded within 30 days.,2022-10-22 00:00:00
2544,31805,39,Phantom Utilization,0.9,Transaction SAN031805 marked paid but no utilization recorded within 30 days.,2023-10-21 00:00:00
2545,31812,39,Phantom Utilization,0.9,Transaction SAN031812 marked paid but no utilization recorded within 30 days.,2023-04-21 00:00:00
2546,31848,39,Phantom Utilization,0.93,Transaction SAN031848 marked paid but no utilization recorded within 30 days.,2024-11-19 00:00:00
2547,31851,39,Phantom Utilization,0.93,Transaction SAN031851 marked paid but no utilization recorded within 30 days.,2025-02-02 00:00:00
2548,31865,39,Phantom Utilization,0.87,Transaction SAN031865 marked paid but no utilization recorded within 30 days.,2024-10-18 00:00:00
2549,31871,39,Phantom Utilization,0.85,Transaction SAN031871 marked paid but no utilization recorded within 30 days.,2022-06-18 00:00:00
2550,31891,39,Phantom Utilization,0.89,Transaction SAN031891 marked paid but no utilization recorded within 30 days.,2022-07-15 00:00:00
2551,31895,39,Phantom Utilization,0.86,Transaction SAN031895 marked paid but no utilization recorded within 30 days.,2022-12-12 00:00:00
2552,31900,39,Phantom Utilization,0.86,Transaction SAN031900 marked paid but no utilization recorded within 30 days.,2022-11-02 00:00:00
2553,31911,39,Phantom Utilization,0.9,Transaction SAN031911 marked paid but no utilization recorded within 30 days.,2023-09-29 00:00:00
2554,31929,39,Phantom Utilization,0.86,Transaction SAN031929 marked paid but no utilization recorded within 30 days.,2023-11-07 00:00:00
2555,31930,39,Phantom Utilization,0.92,Transaction SAN031930 marked paid but no utilization recorded within 30 days.,2024-01-23 00:00:00
2556,31962,39,Phantom Utilization,0.92,Transaction SAN031962 marked paid but no utilization recorded within 30 days.,2023-09-15 00:00:00
2557,31980,39,Phantom Utilization,0.88,Transaction SAN031980 marked paid but no utilization recorded within 30 days.,2024-12-28 00:00:00
2558,31983,39,Phantom Utilization,0.93,Transaction SAN031983 marked paid but no utilization recorded within 30 days.,2024-09-23 00:00:00
2559,31984,39,Phantom Utilization,0.85,Transaction SAN031984 marked paid but no utilization recorded within 30 days.,2024-11-20 00:00:00
2560,31991,39,Phantom Utilization,0.9,Transaction SAN031991 marked paid but no utilization recorded within 30 days.,2024-12-25 00:00:00
2561,31992,39,Phantom Utilization,0.87,Transaction SAN031992 marked paid but no utilization recorded within 30 days.,2024-04-27 00:00:00
2562,32024,39,Phantom Utilization,0.94,Transaction SAN032024 marked paid but no utilization recorded within 30 days.,2022-08-29 00:00:00
2563,32045,39,Phantom Utilization,0.95,Transaction SAN032045 marked paid but no utilization recorded within 30 days.,2023-01-16 00:00:00
2564,32046,39,Phantom Utilization,0.86,Transaction SAN032046 marked paid but no utilization recorded within 30 days.,2022-11-13 00:00:00
2565,32048,39,Phantom Utilization,0.95,Transaction SAN032048 marked paid but no utilization recorded within 30 days.,2022-03-09 00:00:00
2566,32083,39,Phantom Utilization,0.95,Transaction SAN032083 marked paid but no utilization recorded within 30 days.,2023-12-11 00:00:00
2567,32099,39,Phantom Utilization,0.95,Transaction SAN032099 marked paid but no utilization recorded within 30 days.,2024-10-22 00:00:00
2568,32112,39,Phantom Utilization,0.89,Transaction SAN032112 marked paid but no utilization recorded within 30 days.,2024-11-01 00:00:00
2569,32137,39,Phantom Utilization,0.91,Transaction SAN032137 marked paid but no utilization recorded within 30 days.,2024-09-18 00:00:00
2570,32145,39,Phantom Utilization,0.93,Transaction SAN032145 marked paid but no utilization recorded within 30 days.,2024-12-15 00:00:00
2571,32148,39,Phantom Utilization,0.88,Transaction SAN032148 marked paid but no utilization recorded within 30 days.,2024-08-17 00:00:00
2572,32157,40,Phantom Utilization,0.95,Transaction SAN032157 marked paid but no utilization recorded within 30 days.,2022-11-05 00:00:00
2573,32166,40,Phantom Utilization,0.95,Transaction SAN032166 marked paid but no utilization recorded within 30 days.,2022-10-16 00:00:00
2574,32172,40,Phantom Utilization,0.89,Transaction SAN032172 marked paid but no utilization recorded within 30 days.,2022-10-17 00:00:00
2575,32186,40,Phantom Utilization,0.9,Transaction SAN032186 marked paid but no utilization recorded within 30 days.,2023-03-30 00:00:00
2576,32191,40,Phantom Utilization,0.94,Transaction SAN032191 marked paid but no utilization recorded within 30 days.,2023-07-04 00:00:00
2577,32209,40,Phantom Utilization,0.86,Transaction SAN032209 marked paid but no utilization recorded within 30 days.,2024-12-06 00:00:00
2578,32216,40,Phantom Utilization,0.94,Transaction SAN032216 marked paid but no utilization recorded within 30 days.,2024-09-26 00:00:00
2579,32221,40,Phantom Utilization,0.9,Transaction SAN032221 marked paid but no utilization recorded within 30 days.,2024-07-22 00:00:00
2580,32225,40,Phantom Utilization,0.91,Transaction SAN032225 marked paid but no utilization recorded within 30 days.,2024-09-05 00:00:00
2581,32226,40,Phantom Utilization,0.92,Transaction SAN032226 marked paid but no utilization recorded within 30 days.,2024-07-27 00:00:00
2582,32228,40,Phantom Utilization,0.96,Transaction SAN032228 marked paid but no utilization recorded within 30 days.,2024-12-10 00:00:00
2583,32231,40,Phantom Utilization,0.91,Transaction SAN032231 marked paid but no utilization recorded within 30 days.,2024-12-28 00:00:00
2584,32241,40,Phantom Utilization,0.87,Transaction SAN032241 marked paid but no utilization recorded within 30 days.,2024-12-03 00:00:00
2585,32254,40,Phantom Utilization,0.93,Transaction SAN032254 marked paid but no utilization recorded within 30 days.,2023-01-03 00:00:00
2586,32265,40,Phantom Utilization,0.86,Transaction SAN032265 marked paid but no utilization recorded within 30 days.,2022-07-24 00:00:00
2587,32293,40,Phantom Utilization,0.88,Transaction SAN032293 marked paid but no utilization recorded within 30 days.,2022-08-14 00:00:00
2588,32309,40,Phantom Utilization,0.84,Transaction SAN032309 marked paid but no utilization recorded within 30 days.,2022-04-14 00:00:00
2589,32321,40,Phantom Utilization,0.9,Transaction SAN032321 marked paid but no utilization recorded within 30 days.,2023-08-23 00:00:00
2590,32334,40,Phantom Utilization,0.87,Transaction SAN032334 marked paid but no utilization recorded within 30 days.,2023-06-09 00:00:00
2591,32357,40,Phantom Utilization,0.92,Transaction SAN032357 marked paid but no utilization recorded within 30 days.,2024-10-18 00:00:00
2592,32361,40,Phantom Utilization,0.88,Transaction SAN032361 marked paid but no utilization recorded within 30 days.,2024-12-05 00:00:00
2593,32383,40,Phantom Utilization,0.84,Transaction SAN032383 marked paid but no utilization recorded within 30 days.,2024-11-20 00:00:00
2594,32387,40,Phantom Utilization,0.94,Transaction SAN032387 marked paid but no utilization recorded within 30 days.,2024-09-08 00:00:00
2595,32394,40,Phantom Utilization,0.9,Transaction SAN032394 marked paid but no utilization recorded within 30 days.,2025-01-08 00:00:00
2596,32409,40,Phantom Utilization,0.87,Transaction SAN032409 marked paid but no utilization recorded within 30 days.,2025-01-22 00:00:00
2597,32437,40,Phantom Utilization,0.87,Transaction SAN032437 marked paid but no utilization recorded within 30 days.,2022-11-28 00:00:00
2598,32446,40,Phantom Utilization,0.9,Transaction SAN032446 marked paid but no utilization recorded within 30 days.,2022-10-14 00:00:00
2599,32451,40,Phantom Utilization,0.93,Transaction SAN032451 marked paid but no utilization recorded within 30 days.,2023-01-25 00:00:00
2600,32452,40,Phantom Utilization,0.93,Transaction SAN032452 marked paid but no utilization recorded within 30 days.,2023-11-06 00:00:00
2601,32455,40,Phantom Utilization,0.86,Transaction SAN032455 marked paid but no utilization recorded within 30 days.,2023-07-20 00:00:00
2602,32456,40,Phantom Utilization,0.84,Transaction SAN032456 marked paid but no utilization recorded within 30 days.,2023-06-06 00:00:00
2603,32465,40,Phantom Utilization,0.95,Transaction SAN032465 marked paid but no utilization recorded within 30 days.,2023-03-24 00:00:00
2604,32483,40,Phantom Utilization,0.89,Transaction SAN032483 marked paid but no utilization recorded within 30 days.,2023-10-20 00:00:00
2605,32495,40,Phantom Utilization,0.9,Transaction SAN032495 marked paid but no utilization recorded within 30 days.,2023-08-01 00:00:00
2606,32497,40,Phantom Utilization,0.89,Transaction SAN032497 marked paid but no utilization recorded within 30 days.,2023-10-26 00:00:00
2607,32500,40,Phantom Utilization,0.84,Transaction SAN032500 marked paid but no utilization recorded within 30 days.,2023-12-11 00:00:00
2608,32501,40,Phantom Utilization,0.87,Transaction SAN032501 marked paid but no utilization recorded within 30 days.,2023-07-09 00:00:00
2609,32506,40,Phantom Utilization,0.85,Transaction SAN032506 marked paid but no utilization recorded within 30 days.,2024-02-03 00:00:00
2610,32542,40,Phantom Utilization,0.93,Transaction SAN032542 marked paid but no utilization recorded within 30 days.,2025-01-11 00:00:00
2611,32543,40,Phantom Utilization,0.9,Transaction SAN032543 marked paid but no utilization recorded within 30 days.,2024-12-21 00:00:00
2612,32550,40,Phantom Utilization,0.91,Transaction SAN032550 marked paid but no utilization recorded within 30 days.,2024-04-06 00:00:00
2613,32553,40,Phantom Utilization,0.9,Transaction SAN032553 marked paid but no utilization recorded within 30 days.,2024-02-08 00:00:00
2614,32563,40,Phantom Utilization,0.94,Transaction SAN032563 marked paid but no utilization recorded within 30 days.,2024-04-06 00:00:00
2615,32567,40,Phantom Utilization,0.93,Transaction SAN032567 marked paid but no utilization recorded within 30 days.,2024-12-16 00:00:00
2616,32572,40,Phantom Utilization,0.91,Transaction SAN032572 marked paid but no utilization recorded within 30 days.,2025-01-20 00:00:00
2617,32575,40,Phantom Utilization,0.94,Transaction SAN032575 marked paid but no utilization recorded within 30 days.,2024-05-05 00:00:00
2618,32609,40,Phantom Utilization,0.91,Transaction SAN032609 marked paid but no utilization recorded within 30 days.,2023-10-28 00:00:00
2619,32623,40,Phantom Utilization,0.88,Transaction SAN032623 marked paid but no utilization recorded within 30 days.,2023-12-28 00:00:00
2620,32630,40,Phantom Utilization,0.95,Transaction SAN032630 marked paid but no utilization recorded within 30 days.,2024-01-24 00:00:00
2621,32647,40,Phantom Utilization,0.88,Transaction SAN032647 marked paid but no utilization recorded within 30 days.,2024-04-17 00:00:00
2622,32674,40,Phantom Utilization,0.86,Transaction SAN032674 marked paid but no utilization recorded within 30 days.,2025-01-24 00:00:00
2623,32697,40,Phantom Utilization,0.94,Transaction SAN032697 marked paid but no utilization recorded within 30 days.,2023-01-04 00:00:00
2624,32698,40,Phantom Utilization,0.92,Transaction SAN032698 marked paid but no utilization recorded within 30 days.,2022-09-22 00:00:00
2625,32708,40,Phantom Utilization,0.87,Transaction SAN032708 marked paid but no utilization recorded within 30 days.,2022-11-03 00:00:00
2626,32711,40,Phantom Utilization,0.91,Transaction SAN032711 marked paid but no utilization recorded within 30 days.,2022-12-07 00:00:00
2627,32717,40,Phantom Utilization,0.86,Transaction SAN032717 marked paid but no utilization recorded within 30 days.,2022-11-16 00:00:00
2628,32747,40,Phantom Utilization,0.89,Transaction SAN032747 marked paid but no utilization recorded within 30 days.,2023-04-22 00:00:00
2629,32768,40,Phantom Utilization,0.88,Transaction SAN032768 marked paid but no utilization recorded within 30 days.,2024-07-02 00:00:00
2630,32781,40,Phantom Utilization,0.87,Transaction SAN032781 marked paid but no utilization recorded within 30 days.,2025-01-06 00:00:00
2631,32787,40,Phantom Utilization,0.86,Transaction SAN032787 marked paid but no utilization recorded within 30 days.,2025-01-21 00:00:00
2632,32800,40,Phantom Utilization,0.91,Transaction SAN032800 marked paid but no utilization recorded within 30 days.,2024-12-08 00:00:00
2633,32801,40,Phantom Utilization,0.86,Transaction SAN032801 marked paid but no utilization recorded within 30 days.,2025-01-07 00:00:00
2634,32816,41,Phantom Utilization,0.94,Transaction SAN032816 marked paid but no utilization recorded within 30 days.,2023-01-12 00:00:00
2635,32827,41,Phantom Utilization,0.86,Transaction SAN032827 marked paid but no utilization recorded within 30 days.,2022-10-06 00:00:00
2636,32860,41,Phantom Utilization,0.95,Transaction SAN032860 marked paid but no utilization recorded within 30 days.,2023-07-09 00:00:00
2637,32864,41,Phantom Utilization,0.9,Transaction SAN032864 marked paid but no utilization recorded within 30 days.,2023-11-13 00:00:00
2638,32870,41,Phantom Utilization,0.89,Transaction SAN032870 marked paid but no utilization recorded within 30 days.,2023-11-21 00:00:00
2639,32871,41,Phantom Utilization,0.89,Transaction SAN032871 marked paid but no utilization recorded within 30 days.,2023-12-09 00:00:00
2640,32876,41,Phantom Utilization,0.85,Transaction SAN032876 marked paid but no utilization recorded within 30 days.,2023-10-20 00:00:00
2641,32900,41,Phantom Utilization,0.95,Transaction SAN032900 marked paid but no utilization recorded within 30 days.,2024-10-03 00:00:00
2642,32910,41,Phantom Utilization,0.96,Transaction SAN032910 marked paid but no utilization recorded within 30 days.,2024-10-04 00:00:00
2643,32914,41,Phantom Utilization,0.88,Transaction SAN032914 marked paid but no utilization recorded within 30 days.,2024-08-22 00:00:00
2644,32928,41,Phantom Utilization,0.86,Transaction SAN032928 marked paid but no utilization recorded within 30 days.,2024-12-31 00:00:00
2645,32935,41,Phantom Utilization,0.88,Transaction SAN032935 marked paid but no utilization recorded within 30 days.,2024-10-11 00:00:00
2646,32943,41,Phantom Utilization,0.94,Transaction SAN032943 marked paid but no utilization recorded within 30 days.,2022-12-01 00:00:00
2647,32945,41,Phantom Utilization,0.92,Transaction SAN032945 marked paid but no utilization recorded within 30 days.,2022-09-27 00:00:00
2648,32978,41,Phantom Utilization,0.88,Transaction SAN032978 marked paid but no utilization recorded within 30 days.,2022-08-28 00:00:00
2649,32994,41,Phantom Utilization,0.93,Transaction SAN032994 marked paid but no utilization recorded within 30 days.,2022-07-06 00:00:00
2650,32997,41,Phantom Utilization,0.87,Transaction SAN032997 marked paid but no utilization recorded within 30 days.,2023-05-06 00:00:00
2651,33003,41,Phantom Utilization,0.93,Transaction SAN033003 marked paid but no utilization recorded within 30 days.,2023-08-23 00:00:00
2652,33051,41,Phantom Utilization,0.91,Transaction SAN033051 marked paid but no utilization recorded within 30 days.,2022-08-06 00:00:00
2653,33056,41,Phantom Utilization,0.91,Transaction SAN033056 marked paid but no utilization recorded within 30 days.,2023-01-28 00:00:00
2654,33092,41,Phantom Utilization,0.87,Transaction SAN033092 marked paid but no utilization recorded within 30 days.,2022-12-06 00:00:00
2655,33133,41,Phantom Utilization,0.88,Transaction SAN033133 marked paid but no utilization recorded within 30 days.,2023-03-01 00:00:00
2656,33145,41,Phantom Utilization,0.87,Transaction SAN033145 marked paid but no utilization recorded within 30 days.,2024-01-17 00:00:00
2657,33151,41,Phantom Utilization,0.88,Transaction SAN033151 marked paid but no utilization recorded within 30 days.,2023-12-19 00:00:00
2658,33159,41,Phantom Utilization,0.85,Transaction SAN033159 marked paid but no utilization recorded within 30 days.,2023-11-06 00:00:00
2659,33171,41,Phantom Utilization,0.91,Transaction SAN033171 marked paid but no utilization recorded within 30 days.,2024-07-19 00:00:00
2660,33172,41,Phantom Utilization,0.91,Transaction SAN033172 marked paid but no utilization recorded within 30 days.,2024-11-04 00:00:00
2661,33199,41,Phantom Utilization,0.85,Transaction SAN033199 marked paid but no utilization recorded within 30 days.,2024-06-28 00:00:00
2662,33200,41,Phantom Utilization,0.94,Transaction SAN033200 marked paid but no utilization recorded within 30 days.,2024-11-08 00:00:00
2663,33225,41,Phantom Utilization,0.91,Transaction SAN033225 marked paid but no utilization recorded within 30 days.,2022-09-11 00:00:00
2664,33230,41,Phantom Utilization,0.86,Transaction SAN033230 marked paid but no utilization recorded within 30 days.,2022-12-03 00:00:00
2665,33231,41,Phantom Utilization,0.87,Transaction SAN033231 marked paid but no utilization recorded within 30 days.,2022-12-29 00:00:00
2666,33232,41,Phantom Utilization,0.96,Transaction SAN033232 marked paid but no utilization recorded within 30 days.,2022-10-23 00:00:00
2667,33240,41,Phantom Utilization,0.85,Transaction SAN033240 marked paid but no utilization recorded within 30 days.,2022-10-07 00:00:00
2668,33249,41,Phantom Utilization,0.84,Transaction SAN033249 marked paid but no utilization recorded within 30 days.,2022-09-25 00:00:00
2669,33266,41,Phantom Utilization,0.86,Transaction SAN033266 marked paid but no utilization recorded within 30 days.,2022-08-03 00:00:00
2670,33269,41,Phantom Utilization,0.88,Transaction SAN033269 marked paid but no utilization recorded within 30 days.,2023-01-16 00:00:00
2671,33290,41,Phantom Utilization,0.95,Transaction SAN033290 marked paid but no utilization recorded within 30 days.,2023-09-20 00:00:00
2672,33293,41,Phantom Utilization,0.95,Transaction SAN033293 marked paid but no utilization recorded within 30 days.,2023-07-18 00:00:00
2673,33303,41,Phantom Utilization,0.85,Transaction SAN033303 marked paid but no utilization recorded within 30 days.,2024-11-13 00:00:00
2674,33311,41,Phantom Utilization,0.86,Transaction SAN033311 marked paid but no utilization recorded within 30 days.,2024-11-02 00:00:00
2675,33321,41,Phantom Utilization,0.91,Transaction SAN033321 marked paid but no utilization recorded within 30 days.,2024-09-10 00:00:00
2676,33369,41,Phantom Utilization,0.85,Transaction SAN033369 marked paid but no utilization recorded within 30 days.,2022-12-24 00:00:00
2677,33378,41,Phantom Utilization,0.86,Transaction SAN033378 marked paid but no utilization recorded within 30 days.,2022-04-07 00:00:00
2678,33391,41,Phantom Utilization,0.92,Transaction SAN033391 marked paid but no utilization recorded within 30 days.,2023-01-31 00:00:00
2679,33399,41,Phantom Utilization,0.89,Transaction SAN033399 marked paid but no utilization recorded within 30 days.,2024-02-04 00:00:00
2680,33400,41,Phantom Utilization,0.94,Transaction SAN033400 marked paid but no utilization recorded within 30 days.,2024-01-23 00:00:00
2681,33410,41,Phantom Utilization,0.87,Transaction SAN033410 marked paid but no utilization recorded within 30 days.,2023-04-18 00:00:00
2682,33437,41,Phantom Utilization,0.93,Transaction SAN033437 marked paid but no utilization recorded within 30 days.,2024-12-25 00:00:00
2683,33449,41,Phantom Utilization,0.85,Transaction SAN033449 marked paid but no utilization recorded within 30 days.,2024-12-31 00:00:00
2684,33453,41,Phantom Utilization,0.93,Transaction SAN033453 marked paid but no utilization recorded within 30 days.,2024-12-25 00:00:00
2685,33454,41,Phantom Utilization,0.87,Transaction SAN033454 marked paid but no utilization recorded within 30 days.,2024-08-09 00:00:00
2686,33458,41,Phantom Utilization,0.94,Transaction SAN033458 marked paid but no utilization recorded within 30 days.,2025-02-03 00:00:00
2687,33463,41,Phantom Utilization,0.84,Transaction SAN033463 marked paid but no utilization recorded within 30 days.,2024-03-24 00:00:00
2688,33479,41,Phantom Utilization,0.91,Transaction SAN033479 marked paid but no utilization recorded within 30 days.,2022-02-09 00:00:00
2689,33500,41,Phantom Utilization,0.89,Transaction SAN033500 marked paid but no utilization recorded within 30 days.,2022-12-11 00:00:00
2690,33501,41,Phantom Utilization,0.92,Transaction SAN033501 marked paid but no utilization recorded within 30 days.,2022-08-14 00:00:00
2691,33512,41,Phantom Utilization,0.87,Transaction SAN033512 marked paid but no utilization recorded within 30 days.,2023-01-19 00:00:00
2692,33516,41,Phantom Utilization,0.88,Transaction SAN033516 marked paid but no utilization recorded within 30 days.,2022-03-31 00:00:00
2693,33527,41,Phantom Utilization,0.93,Transaction SAN033527 marked paid but no utilization recorded within 30 days.,2022-08-29 00:00:00
2694,33554,41,Phantom Utilization,0.95,Transaction SAN033554 marked paid but no utilization recorded within 30 days.,2023-12-05 00:00:00
2695,33556,41,Phantom Utilization,0.93,Transaction SAN033556 marked paid but no utilization recorded within 30 days.,2024-01-02 00:00:00
2696,33586,41,Phantom Utilization,0.94,Transaction SAN033586 marked paid but no utilization recorded within 30 days.,2025-01-06 00:00:00
2697,33588,41,Phantom Utilization,0.95,Transaction SAN033588 marked paid but no utilization recorded within 30 days.,2025-01-18 00:00:00
2698,33589,41,Phantom Utilization,0.87,Transaction SAN033589 marked paid but no utilization recorded within 30 days.,2025-01-26 00:00:00
2699,33591,41,Phantom Utilization,0.91,Transaction SAN033591 marked paid but no utilization recorded within 30 days.,2024-12-12 00:00:00
2700,33609,41,Phantom Utilization,0.94,Transaction SAN033609 marked paid but no utilization recorded within 30 days.,2024-11-13 00:00:00
2701,33610,41,Phantom Utilization,0.92,Transaction SAN033610 marked paid but no utilization recorded within 30 days.,2025-01-14 00:00:00
